34	39	2
34	9	6
34	21	10
34	18	5
35	29	4
35	61	7
35	79	7
35	73	4
35	64	9
35	39	1
35	19	4
36	16	9
36	19	1
36	6	7
36	73	4
36	59	3
37	48	4
37	38	2
37	25	6
37	14	10
37	98	5
38	98	9
38	62	1
38	43	10
38	27	2
38	4	9
39	20	2
39	11	7
39	55	10
39	53	2
39	73	7
39	86	2
39	10	5
39	85	2
39	71	5
39	36	6
39	5	4
40	38	5
40	48	1
40	28	1
40	71	6
40	4	8
40	27	7
40	52	6
41	84	2
41	98	10
41	45	8
41	48	4
41	40	8
41	4	3
41	5	2
41	43	2
41	2	9
41	64	3
41	81	3
41	14	7
41	28	5
41	27	1
42	0	6
42	7	6
42	34	10
42	21	8
42	89	3
42	30	9
43	90	7
43	4	1
43	52	8
43	12	9
43	28	2
43	48	4
43	99	4
43	75	2
43	68	10
43	14	7
43	27	3
43	38	3
44	80	8
44	74	5
44	8	4
44	45	7
44	92	8
45	92	9
45	13	5
45	24	1
45	60	2
45	95	1
45	47	3
46	62	9
46	37	10
46	75	4
46	97	2
46	53	8
47	24	6
47	45	9
47	27	7
47	92	5
47	74	5
48	14	1
48	98	1
48	38	10
48	13	8
48	75	8
49	63	9
49	93	10
49	30	9
49	87	7
49	99	7
50	79	1
50	15	7
50	58	6
50	29	5
50	37	2
50	61	9
50	22	1
51	83	1
51	19	2
51	91	7
51	72	8
51	47	5
51	32	1
51	86	1
51	11	5
51	53	3
51	57	5
51	80	6
51	23	1
52	46	2
52	25	9
52	43	4
52	39	7
52	9	4
52	40	6
52	81	5
52	11	5
52	41	9
52	84	8
52	4	2
53	10	9
53	6	10
53	5	8
53	16	2
53	91	6
54	14	1
54	64	2
54	50	5
54	58	2
54	15	4
54	29	1
54	1	9
54	67	9
54	48	6
54	68	8
54	3	6
54	61	8
55	86	3
55	11	8
55	53	5
55	23	8
55	65	7
56	93	5
56	17	5
56	21	5
56	66	1
56	89	9
56	96	8
56	9	3
56	30	8
56	48	4
56	59	10
56	31	10
57	59	5
57	5	3
57	86	10
57	36	1
57	77	3
57	84	4
58	29	7
58	90	10
58	61	6
58	26	6
58	52	10
58	54	9
59	0	7
59	42	3
59	2	10
59	9	4
59	94	1
59	70	5
59	30	6
59	29	7
59	64	5
59	76	1
59	93	7
59	90	2
60	78	10
60	62	4
60	40	5
60	80	4
60	35	9
60	69	2
61	50	10
61	27	9
61	54	3
61	29	3
61	15	4
62	48	9
62	75	2
62	25	6
62	81	7
62	98	1
63	11	10
63	30	2
63	21	3
63	10	5
63	18	6
63	9	4
64	50	9
64	61	8
64	97	2
64	54	2
64	22	1
65	16	2
65	30	9
65	55	9
65	27	1
65	93	1
65	31	9
65	11	10
65	5	2
65	84	5
66	34	1
66	93	9
66	9	5
66	1	4
66	53	2
66	91	5
67	53	9
67	61	8
67	50	10
67	15	4
67	94	1
67	25	2
67	68	5
68	15	5
68	22	3
68	50	3
68	29	8
68	54	1
69	50	7
69	13	2
69	8	7
69	35	5
69	22	4
69	94	7
69	97	6
69	15	1
69	61	1
69	3	6
69	29	3
70	95	8
70	23	4
70	34	10
70	56	8
70	5	6
70	21	3
70	89	1
70	98	5
70	88	10
70	51	2
70	14	10
70	42	9
70	9	2
70	17	1
70	30	2
70	93	8
70	7	10
70	20	7
71	14	8
71	38	8
71	75	4
71	46	4
71	52	8
71	4	1
71	40	9
72	16	4
72	55	7
72	29	4
72	23	3
72	32	10
72	39	2
72	83	3
72	77	6
72	53	4
72	11	10
73	6	6
73	62	2
73	39	4
73	51	8
73	23	9
74	44	4
74	12	4
74	78	4
74	24	9
74	45	10
74	91	3
75	27	6
75	12	3
75	43	10
75	71	5
75	62	9
75	4	3
75	48	5
75	81	7
75	41	2
75	14	2
75	73	3
75	20	2
75	28	5
76	75	4
76	21	6
76	59	10
76	30	1
76	93	3
77	20	5
77	55	7
77	72	8
77	16	7
77	57	5
77	28	3
77	85	1
77	22	9
77	5	9
77	53	10
77	73	10
77	86	2
77	84	8
77	87	4
77	36	6
77	23	10
77	65	7
78	33	7
78	44	2
78	91	10
78	60	4
78	8	5
78	74	1
78	13	6
78	95	10
78	24	4
78	45	7
78	25	6
78	80	5
78	35	3
78	92	6
78	86	6
78	5	5
78	9	3
78	48	10
78	67	8
79	42	5
79	97	8
79	61	9
79	64	8
79	29	1
79	66	5
80	92	8
80	42	8
80	78	5
80	47	6
80	91	2
81	83	7
81	14	2
81	29	4
81	27	5
81	33	2
82	25	6
82	27	8
82	75	10
82	46	10
82	37	3
83	53	7
83	5	9
83	32	3
83	25	8
83	73	2
83	6	2
84	11	3
84	23	3
84	16	6
84	85	8
84	57	10
84	51	5
85	19	3
85	32	5
85	23	2
85	84	1
85	83	5
85	55	8
85	10	8
86	31	2
86	14	7
86	16	2
86	83	7
86	36	2
86	10	3
87	5	8
87	49	10
87	18	5
87	34	8
87	42	3
87	77	4
88	0	6
88	17	5
88	26	8
88	63	1
88	30	1
88	1	7
88	81	2
88	21	8
88	49	1
89	30	9
89	92	2
89	13	6
89	2	4
89	42	2
89	63	4
89	70	6
89	59	8
89	21	9
89	34	10
89	99	10
89	9	7
89	1	8
89	56	4
89	49	1
90	68	3
90	61	4
90	58	7
90	15	10
90	50	7
90	3	1
90	79	2
90	92	3
91	45	10
91	27	4
91	48	1
91	26	3
91	80	6
92	47	2
92	13	1
92	24	3
92	34	9
92	60	9
92	45	7
93	18	6
93	21	7
93	88	7
93	63	5
93	9	10
93	1	10
94	68	5
94	4	5
94	65	1
94	15	6
94	44	3
95	8	2
95	33	10
95	92	10
95	13	5
95	24	5
96	21	3
96	66	3
96	1	10
96	87	9
96	70	9
96	9	6
97	3	4
97	61	1
97	69	1
97	54	5
97	27	1
98	9	2
98	43	1
98	14	9
98	75	9
98	65	5
98	35	9
99	70	7
99	67	7
99	9	10
99	17	8
99	1	4
